,title,view,channel,uploadtime,length,link,subscriber,like,dislike
0,Rudy Gobert apologizes for exposing others to coronavirus | SportsCenter,188K views,ESPN,8 hours ago,4:13,https://www.youtube.com/watch?v=Q2dss9pGShU,6.78M,"2,578",139
1,Nearly 200 people die in Italy in last 24 hours from coronavirus,181K views,ABC News,6 hours ago,4:14,https://www.youtube.com/watch?v=cZciLknWNsg,7.9M,"1,890",208
2,"Trump’s Coronavirus Address, Blooper Reel Included | The Daily Show",524K views,The Daily Show with Trevor Noah,5 hours ago,9:23,https://www.youtube.com/watch?v=BWO6i8cH8SA,6.57M,"24,681",820
3,Top health official on US response to coronavirus pandemic,169K views,ABC News,8 hours ago,8:19,https://www.youtube.com/watch?v=9qZehXrLq6g,7.9M,"1,614",186
4,Congress And Trump Admin. Scramble For Coronavirus Aid Deal As Pandemic Causes Panic | Nightly News,241K views,NBC News,8 hours ago,10:58,https://www.youtube.com/watch?v=X7ERdQYlq8I,1.99M,"2,140",180
5,Trump Addresses The Nation On Coronavirus From Oval Office | NBC News (Live Stream Recording),970K views,NBC News,Streamed 1 day ago,17:25,https://www.youtube.com/watch?v=I09RkjLcFpU,1.99M,"6,170","2,551"
6,Tom Hanks and Rita Wilson test positive for coronavirus,494K views,CNN,1 day ago,8:49,https://www.youtube.com/watch?v=Wbk8ZrfU3EM,8.74M,"5,054","1,011"
7,Coronavirus outbreak: Donald Trump suspends travel from Europe to U.S. starting Friday,303K views,Global News,Streamed 1 day ago,9:40,https://www.youtube.com/watch?v=X7KCyRxOoJw,1.23M,"3,470",697
8,Tracing The Origin Of The Coronavirus | NBC News NOW,189K views,NBC News,1 day ago,5:28,https://www.youtube.com/watch?v=mNB8zN5CQGc,1.99M,"1,732",203
9,"Tom Hanks, Rita Wilson Test Positive For Coronavirus | Rachel Maddow | MSNBC",284K views,MSNBC,1 day ago,1:11,https://www.youtube.com/watch?v=CCjBSvrT-SU,2.44M,"2,409",303
10,Mark Cuban on coronavirus: This is much bigger than basketball | NBA on ESPN,368K views,ESPN,1 day ago,6:23,https://www.youtube.com/watch?v=vUB5DST4z-E,6.78M,"4,616",131
