,title,view,channel,uploadtime,length,link,subscriber,like,dislike,clean_text
23,Iran Played Down the Coronavirus. Then Its Officials Got Sick | NYT News,328000,The New York Times,48,247,https://www.youtube.com/watch?v=lm2UFynetJw,2540000,4744,255,iran played coronavirus official got sick nyt news
24,Trump insists he doesn't need to be tested for coronavirus,317000,CBS Evening News,48,124,https://www.youtube.com/watch?v=Wp42TrNYSaU,694000,1733,917,trump insists doesnt need tested coronavirus
25,Coronavirus: Italy in lockdown - BBC News,921000,BBC News,48,1100,https://www.youtube.com/watch?v=_69sOxWU0jo,6570000,6223,448,coronavirus italy lockdown bbc news
26,"Tom Hanks, Rita Wilson Test Positive For Coronavirus | Rachel Maddow | MSNBC",224000,MSNBC,20,71,https://www.youtube.com/watch?v=CCjBSvrT-SU,2440000,2063,234,tom hank rita wilson test positive coronavirus rachel maddow msnbc
27,Coronavirus outbreak: Donald Trump suspends travel from Europe to U.S. starting Friday,276000,Global News,22,580,https://www.youtube.com/watch?v=X7KCyRxOoJw,1220000,3265,657,coronavirus outbreak donald trump suspends travel europe u starting friday
28,Coronavirus: UK cases rise to 373 as sixth person dies,297000,Channel 4 News,48,1031,https://www.youtube.com/watch?v=8OvzqRL9EVY,1150000,1583,178,coronavirus uk case rise sixth person dy
29,"Coronavirus Epidemic Update 34: US Cases Surge, Chloroquine & Zinc Treatment Combo, Italy Lockdown",586000,MedCram - Medical Lectures Explained CLEARLY,48,1049,https://www.youtube.com/watch?v=U7F1cnWup9M,588000,13093,256,coronavirus epidemic update u case surge chloroquine zinc treatment combo italy lockdown
30,Tracing The Origin Of The Coronavirus | NBC News NOW,82000,NBC News,19,328,https://www.youtube.com/watch?v=mNB8zN5CQGc,1980000,988,119,tracing origin coronavirus nbc news
31,Coronavirus outbreak: B.C. health officials confirm 7 new cases of COVID-19,116000,Global News,23,4254,https://www.youtube.com/watch?v=XB8f5gYB8Qk,1220000,575,144,coronavirus outbreak bc health official confirm new case covid
32,Understanding difference between flu and coronavirus,182000,CBS News,48,384,https://www.youtube.com/watch?v=7CiD4GwixPY,2400000,960,287,understanding difference flu coronavirus
33,Pence Delivers Coronavirus Update After Trump Travels To Capitol Hill | MTP Daily | MSNBC,169000,MSNBC,48,396,https://www.youtube.com/watch?v=DzfqaU23pv8,2440000,963,686,penny delivers coronavirus update trump travel capitol hill mtp daily msnbc
34,Coronavirus survivor reveals what it's like to have Covid-19,2700000,Channel 4 News,48,491,https://www.youtube.com/watch?v=G9oqvJ3iXGI,1150000,38167,2336,coronavirus survivor reveals like covid
35,Coronavirus outbreak: U.S. task force update on COVID-19 outbreak | FULL,145000,Global News,48,2604,https://www.youtube.com/watch?v=9k55xdwKJTw,1220000,962,309,coronavirus outbreak u task force update covid outbreak full
36,NBA suspends season due to coronavirus,12000,Fox Business,20,33,https://www.youtube.com/watch?v=XHTltHA-wqA,890000,451,302,nba suspends season due coronavirus
37,Combatting Coronavirus with “Social Distancing” | The Daily Show,1400000,The Daily Show with Trevor Noah,24,441,https://www.youtube.com/watch?v=NVlyc-uZQc0,6560000,27712,692,combatting coronavirus social distancing daily show
38,Trump suspends travel from Europe over coronavirus fears (Entire address to nation),652000,CNN,21,571,https://www.youtube.com/watch?v=EhP2JMgAwuE,8740000,6822,2607,trump suspends travel europe coronavirus fear entire address nation
39,NBA to consider hiatus due to coronavirus – Woj | SC with Stephen A. Smith,347000,ESPN,23,386,https://www.youtube.com/watch?v=6l4KEsxOAlM,6780000,3316,102,nba consider hiatus due coronavirus woj sc stephen smith
40,"Trump outlines U.S. response to coronavirus outbreak, restricts travel from Europe | ABC News",1200000,ABC News,21,244,https://www.youtube.com/watch?v=qyVX-pu-ZDk,7890000,10257,2403,trump outline u response coronavirus outbreak restricts travel europe abc news
41,Trump urges calm at coronavirus task force briefing,500000,CBS News,48,351,https://www.youtube.com/watch?v=zSfbAP3emSE,2400000,2771,2311,trump urge calm coronavirus task force briefing
42,New York orders nation's first coronavirus containment zone l ABC News,231000,ABC News,24,317,https://www.youtube.com/watch?v=ENNNe4gYhDY,7890000,2027,262,new york order nation first coronavirus containment zone l abc news
43,Bill de Blasio - Confronting the Coronavirus Outbreak in New York City | The Daily Show,655000,The Daily Show with Trevor Noah,20,928,https://www.youtube.com/watch?v=aM2DZjsgAlA,6560000,12060,1817,bill de blasio confronting coronavirus outbreak new york city daily show
44,"Coronavirus outbreak: Schumer tells Trump to ""keep quiet"" when it comes to COVID-19",29000,Global News,48,213,https://www.youtube.com/watch?v=GZPJV4ARfhE,1220000,496,258,coronavirus outbreak schumer tell trump keep quiet come covid
45,NY governor: We're not going to stop coronavirus at this rate of testing,587000,CNN,48,661,https://www.youtube.com/watch?v=5Y7qcAOpw8o,8740000,4306,1150,ny governor going stop coronavirus rate testing
46,Coronavirus: Should the UK quarantine like Italy? - BBC,321000,BBC,24,420,https://www.youtube.com/watch?v=_zlwWDS-DCs,8160000,3341,326,coronavirus uk quarantine like italy bbc
47,"Coronavirus ‘worse than a bomb’ on Italy, says doctor coordinating response",1500000,Channel 4 News,48,654,https://www.youtube.com/watch?v=9mrPHO-nkVE,1150000,22268,859,coronavirus worse bomb italy say doctor coordinating response
48,Coronavirus: Deaths jump above 600 in Italy - as country struggles with lockdown,267000,Channel 4 News,48,504,https://www.youtube.com/watch?v=bOkkp8UPIYg,1150000,2807,130,coronavirus death jump italy country struggle lockdown
49,Tom Hanks and Rita Wilson test positive for coronavirus,429000,CNN,20,529,https://www.youtube.com/watch?v=Wbk8ZrfU3EM,8740000,4667,922,tom hank rita wilson test positive coronavirus
50,Unprecedented restrictions in Italy over coronavirus outbreak,260000,CNN,48,498,https://www.youtube.com/watch?v=v_vDjR5zBDk,8740000,1929,297,unprecedented restriction italy coronavirus outbreak
51,COVID-19 (Coronavirus) Update - Spoiler: It's All Bad News,178000,Strong Medicine,48,693,https://www.youtube.com/watch?v=qsJ7LYZhUlQ,314000,4186,173,covid coronavirus update spoiler bad news
52,Should the world copy China's aggressive efforts to contain the coronavirus? | DW News,103000,DW News,48,643,https://www.youtube.com/watch?v=4pHwwOmXIuA,1070000,825,315,world copy china aggressive effort contain coronavirus dw news
53,Coronavirus outbreak: HHS secretary gives update on Trump administration response | FULL,37000,Global News,48,791,https://www.youtube.com/watch?v=QVqc58cZijM,1220000,367,291,coronavirus outbreak hhs secretary give update trump administration response full
54,All of Italy under restrictions over coronavirus outbreak,978000,CNN,72,516,https://www.youtube.com/watch?v=lm7Xi3cw6dY,8740000,7572,1325,italy restriction coronavirus outbreak
55,Watch live: Joe Biden gives speech on coronavirus pandemic,141000,NBC News,5,1139,https://www.youtube.com/watch?v=kMxokey64pU,1980000,2909,1366,watch live joe biden give speech coronavirus pandemic
56,Coronavirus outbreak: U.S. task force releases new prevention guidelines,176000,Global News,72,2630,https://www.youtube.com/watch?v=Du15BUuoBa4,1220000,1012,430,coronavirus outbreak u task force release new prevention guideline
57,BREAKING: NBA suspends season after Rudy Gobert tests positive for coronavirus | CBS Sports HQ,375000,CBS Sports,21,484,https://www.youtube.com/watch?v=WfOuA-Rq_4Y,241000,2985,172,breaking nba suspends season rudy gobert test positive coronavirus cbs sport hq
58,CNN polled Americans about coronavirus. Here's what they said,498000,CNN,72,207,https://www.youtube.com/watch?v=4Vsjtvm4cyA,8740000,4127,905,cnn polled american coronavirus here said
59,Adam Schiff On Trump's Response To Coronavirus: 'Incompetence Kills' | The Last Word | MSNBC,400000,MSNBC,19,61,https://www.youtube.com/watch?v=fMlbywEMj3U,2440000,2945,8225,adam schiff trump response coronavirus incompetence kill last word msnbc
60,Lawrence And Rachel On The NBA Suspending Their Season Due To Coronavirus | The Last Word | MSNBC,207000,MSNBC,19,481,https://www.youtube.com/watch?v=1rfiwmfttUk,2440000,2815,233,lawrence rachel nba suspending season due coronavirus last word msnbc
61,Coronavirus: Italy now in complete lockdown | DW News,462000,DW News,48,940,https://www.youtube.com/watch?v=mJMk_QDxZ28,1070000,3828,220,coronavirus italy complete lockdown dw news
62,Trump discusses economics surrounding coronavirus in press conference,515000,Fox News,72,2600,https://www.youtube.com/watch?v=-IVcbzcY1Q8,4470000,8755,871,trump discus economics surrounding coronavirus press conference
63,Coronavirus: Busting The Myths | This Morning,148000,This Morning,48,443,https://www.youtube.com/watch?v=VRlO-LwKJVA,1660000,1714,160,coronavirus busting myth morning
64,Coronavirus outbreak: Is COVID-19 worse than the flu?,92000,Global News,72,384,https://www.youtube.com/watch?v=1BJRF7ZaOlQ,1220000,532,110,coronavirus outbreak covid worse flu
65,"Coronavirus ‘highly sensitive’ to warmer temperatures, Chinese study says",409000,South China Morning Post,72,225,https://www.youtube.com/watch?v=GmrVSeoDnc4,929000,4380,215,coronavirus highly sensitive warmer temperature chinese study say
66,Mark Cuban reacts to NBA suspending season due to coronavirus | NBA on ESPN,242000,ESPN,20,197,https://www.youtube.com/watch?v=b2-wU42KJ0c,6780000,2680,61,mark cuban reacts nba suspending season due coronavirus nba espn
67,"Coronavirus: Economic impacts, travel chaos, Australian cases | Nine News Australia",202000,Nine News Australia,48,801,https://www.youtube.com/watch?v=NoluLC-BgrU,286000,1329,166,coronavirus economic impact travel chaos australian case nine news australia
68,"As Coronavirus Spreads Nationwide, Cruise Ship Heads To Port In California | TODAY",365000,TODAY,72,591,https://www.youtube.com/watch?v=qBaAGGcKf4w,1780000,1959,343,coronavirus spread nationwide cruise ship head port california today
69,New York Implements ‘Containment Zone’ Around Coronavirus Cluster | NBC Nightly News,303000,NBC News,24,934,https://www.youtube.com/watch?v=wEFqdkJG-QA,1980000,1543,178,new york implement containment zone around coronavirus cluster nbc nightly news
70,Conan Shares Coronavirus Tips With His Staff - CONAN on TBS,2000000,Team Coco,24,416,https://www.youtube.com/watch?v=JJIsmDhzoD0,7750000,60245,2571,conan share coronavirus tip staff conan tb
71,Fast moving developments in the coronavirus outbreak,718000,ABC News,72,285,https://www.youtube.com/watch?v=ya3Pqasvyno,7890000,6145,973,fast moving development coronavirus outbreak
72,"Coronavirus: We're in suppression stage of coronavirus, infectious disease expert says",40000,CNBC Television,48,228,https://www.youtube.com/watch?v=s42kQCwwTv8,439000,415,20,coronavirus suppression stage coronavirus infectious disease expert say
73,Mike Breen Announces the NBA Suspended the Season Because of the Coronavirus,10000,Bleacher Report,21,43,https://www.youtube.com/watch?v=Z9IfFHlTX-k,1730000,1949,46,mike breen announces nba suspended season coronavirus
74,What the U.S. should do to stop the coronavirus spread,102000,CBS This Morning,72,262,https://www.youtube.com/watch?v=L3pgCQB6cA4,1240000,592,132,u stop coronavirus spread
75,"ABC News Prime: Coronavirus global spread, Grand Princess cruise ship, Market meltdown",115000,ABC News,48,5106,https://www.youtube.com/watch?v=N_mu7TRI9TU,7890000,1281,348,abc news prime coronavirus global spread grand princess cruise ship market meltdown
76,President Trump to deliver Oval Office address on coronavirus response,75000,11Alive,21,8434,https://www.youtube.com/watch?v=mJ_TmtVU5Pg,199000,426,100,president trump deliver oval office address coronavirus response
77,Italy on lockdown over coronavirus l ABC News,262000,ABC News,19,379,https://www.youtube.com/watch?v=l5twUq9iPSE,7890000,1952,147,italy lockdown coronavirus l abc news
78,Coronavirus: Virologist Explains Americans’ Best Defenses In Public Places | NBC Nightly News,135000,NBC News,24,373,https://www.youtube.com/watch?v=h1STiZSf3t0,1980000,1359,88,coronavirus virologist explains american best defense public place nbc nightly news
79,Dr Norman Swan provides a coronavirus reality check | 7.30,32000,ABC News (Australia),48,272,https://www.youtube.com/watch?v=gpXeHF7W1Mo,926000,679,107,dr norman swan provides coronavirus reality check
80,Coronavirus Spread Threatens To Overwhelm US Hospital Capacity | Rachel Maddow | MSNBC,1400,MSNBC,16,268,https://www.youtube.com/watch?v=KCOMwE92kHQ,2440000,1307,73,coronavirus spread threatens overwhelm u hospital capacity rachel maddow msnbc
81,New York City mayor addresses coronavirus as cases in the state rise – 3/9/2020,34000,CNBC Television,72,7442,https://www.youtube.com/watch?v=IH-Vqi4io_U,439000,251,132,new york city mayor address coronavirus case state rise
82,Coronavirus: Everything You NEED To Know - BBC,170000,BBC,72,388,https://www.youtube.com/watch?v=5pIOZhUB4Bk,8160000,1938,169,coronavirus everything need know bbc
83,Coronavirus: Death toll soars in Italy  - BBC News,597000,BBC News,72,514,https://www.youtube.com/watch?v=V2rS8k89BwY,6570000,4888,462,coronavirus death toll soar italy bbc news
84,What Is Coronavirus (COVID-19)?,490000,Johns Hopkins Medicine,504,271,https://www.youtube.com/watch?v=sHP0UIdZyI4,156000,3215,318,coronavirus covid
85,Trump suspends travel from Europe to battle coronavirus,557000,Los Angeles Times,21,581,https://www.youtube.com/watch?v=KYVy_0yUSXM,275000,7880,1402,trump suspends travel europe battle coronavirus
86,Everyone's a Coronavirus Expert,2300000,Jimmy Kimmel Live,24,527,https://www.youtube.com/watch?v=1LfQlYESTHg,16300000,46455,3943,everyones coronavirus expert
87,Is the Media Overreacting About Coronavirus? | Good Morning Britain,223000,Good Morning Britain,72,666,https://www.youtube.com/watch?v=0A9Y4djRQcM,611000,1536,651,medium overreacting coronavirus good morning britain
88,"Trump Hasn't Been Tested For Coronavirus Despite Possible Exposure, And Refuses To Take Precautio…",2100000,The Late Show with Stephen Colbert,24,730,https://www.youtube.com/watch?v=YgkNuoozmis,7250000,31725,1268,trump hasnt tested coronavirus despite possible exposure refuse take precautio
89,Chris Hayes On How The U.S. Is On Italy's Coronavirus Trajectory | All In | MSNBC,192000,MSNBC,21,394,https://www.youtube.com/watch?v=_-VxuZmEhV0,2440000,3346,181,chris hayes u italy coronavirus trajectory msnbc
90,Coronavirus Response and Spread Continues,256000,The Tonight Show Starring Jimmy Fallon,48,418,https://www.youtube.com/watch?v=SXUfAca7Op8,24200000,4757,223,coronavirus response spread continues
91,"COVID-19 (Coronavirus Disease 19) - causes, symptoms, diagnosis, treatment, pathology",1000000,Osmosis,504,741,https://www.youtube.com/watch?v=eup3_i_5uaw,1410000,17500,530,covid coronavirus disease cause symptom diagnosis treatment pathology
92,How Coronavirus Kills: Acute Respiratory Distress Syndrome (ARDS) & Treatment,2200000,MedCram - Medical Lectures Explained CLEARLY,720,665,https://www.youtube.com/watch?v=okg7uq_HrhQ,588000,38204,1160,coronavirus kill acute respiratory distress syndrome ards treatment
93,Gottlieb: There will be a rapid acceleration of coronavirus cases in US,187000,CNBC Television,72,480,https://www.youtube.com/watch?v=xEwlFcYAMf8,439000,1899,149,gottlieb rapid acceleration coronavirus case u
94,Growing Fears Over Response To Coronavirus As Number Of Confirmed Cases Soar | NBC Nightly News,1600000,NBC News,72,669,https://www.youtube.com/watch?v=GLsXcv5zouQ,1980000,12373,2222,growing fear response coronavirus number confirmed case soar nbc nightly news
95,New York Governor Cuomo Makes Coronavirus Announcement | NBC News (Live Stream Recording),241000,NBC News,72,2208,https://www.youtube.com/watch?v=HqkzbmizjZc,1980000,2267,420,new york governor cuomo make coronavirus announcement nbc news live stream recording
96,Coronavirus: El virus cuenta con 3 fases y produce daños en todos los órganos | Telemundo,754000,Al Rojo Vivo,24,533,https://www.youtube.com/watch?v=TxNwYce6WoM,2590000,12418,787,coronavirus el virus cuenta con fas produce daos en todos los rganos telemundo
97,"Journalist goes undercover at ""wet markets"", where the Coronavirus started | 60 Minutes Australia",3400000,60 Minutes Australia,96,1651,https://www.youtube.com/watch?v=Y7nZ4mw4mXw,1640000,35584,4823,journalist go undercover wet market coronavirus started minute australia
98,Coronavirus: Northern Italy quarantines 16 million people - BBC News,1500000,BBC News,96,374,https://www.youtube.com/watch?v=Lex_mt9o64o,6570000,12938,794,coronavirus northern italy quarantine million people bbc news
99,"Global National: March 10, 2020 | Coronavirus cases surging globally, is Canada ready for worse?",54000,Global News,24,1336,https://www.youtube.com/watch?v=O7B_mwZyH2Y,1220000,583,43,global national march coronavirus case surging globally canada ready worse
100,Novel coronavirus (2019-nCoV),2300000,World Health Organization (WHO),720,289,https://www.youtube.com/watch?v=mOV1aBVYKGA,192000,11264,627,novel coronavirus ncov
101,Coronavirus: Mujer dominicana diagnosticada con el virus se escapa del hospital | Telemundo,165000,Al Rojo Vivo,48,149,https://www.youtube.com/watch?v=8-iVrK10Wm4,2590000,2438,131,coronavirus mujer dominicana diagnosticada con el virus se escapa del hospital telemundo
102,Coronavirus: Das wissen wir über Covid-19 | Quarks Extra,284000,Quarks,120,1041,https://www.youtube.com/watch?v=WReBrwIllao,351000,5815,372,coronavirus da wissen wir ber covid quark extra
103,Johnson: Coronavirus Containment is Extremely Unlikely - TLDR News,58000,TLDR News,48,677,https://www.youtube.com/watch?v=O-hG9RqbYP8,359000,5395,66,johnson coronavirus containment extremely unlikely tldr news
104,"At least 12 dead, 188 infected in US as coronavirus continues to spread | Nightline",1400000,ABC News,120,482,https://www.youtube.com/watch?v=7hB13abLQkE,7890000,13598,1830,least dead infected u coronavirus continues spread nightline
105,Coronavirus | What Is Coronavirus | Symptoms Of Coronavirus,613000,AbrahamThePharmacist,720,530,https://www.youtube.com/watch?v=qJKmLTDLyws,160000,6561,402,coronavirus coronavirus symptom coronavirus
106,Coronavirus: Milan set for lockdown,544000,Sky News,120,191,https://www.youtube.com/watch?v=Zh3YBVjDXfY,1880000,3285,198,coronavirus milan set lockdown
107,"Coronavirus Symptoms, Diagnosis, Treatment, & Vaccine Status",1100000,MedCram - Medical Lectures Explained CLEARLY,720,273,https://www.youtube.com/watch?v=UCG3xqtcL3c,588000,11506,512,coronavirus symptom diagnosis treatment vaccine status
108,The real reason people are buying in bulk ahead of coronavirus concerns,3100,CBS 8 San Diego,24,215,https://www.youtube.com/watch?v=s_4h1os6GaA,11300,15,9,real reason people buying bulk ahead coronavirus concern
109,Doctor shares CDC's latest coronavirus warnings,544000,CBS This Morning,120,280,https://www.youtube.com/watch?v=0WeSAuoYsOQ,1240000,5799,480,doctor share cdc latest coronavirus warning
110,D.C. Mayor Updates On Coronavirus After First Positive Case | NBC News (Live Stream Recording),293000,NBC News,96,1832,https://www.youtube.com/watch?v=Ebf0tY84j8U,1980000,1232,309,dc mayor update coronavirus first positive case nbc news live stream recording
111,¿China ya superó la emergencia por el nuevo coronavirus?,413000,EL TIEMPO,72,110,https://www.youtube.com/watch?v=HAYyqZVhb2A,462000,3689,273,china ya super la emergencia por el nuevo coronavirus
112,WELT THEMA: In Deutschland steigen Coronavirus-Fälle rasant - Ganz Italien Covid-19-Sperrzone,268000,WELT Nachrichtensender,48,1220,https://www.youtube.com/watch?v=peRgqJDXlkM,412000,2059,616,welt thema deutschland steigen coronavirusflle rasant ganz italien covidsperrzone
113,New York City Mayor de Blasio Gives Coronavirus Update | NBC News (Live Stream Recording),210000,NBC News,96,5504,https://www.youtube.com/watch?v=_3Mn-mJdHUo,1980000,1558,502,new york city mayor de blasio give coronavirus update nbc news live stream recording
114,"En Italia, 133 muertes en un solo día por el coronavirus y 16 millones en cuarentena",464000,euronews (en español),96,122,https://www.youtube.com/watch?v=NoJokMSltho,602000,5149,246,en italia muertes en un solo da por el coronavirus millones en cuarentena
115,The Coronavirus Song (ft. NerdCity),240000,Rusty Cage,72,88,https://www.youtube.com/watch?v=FKv8Y_A9P3c,1420000,26140,424,coronavirus song ft nerdcity
116,Who will save the world from a coronavirus recession? | Counting the Cost,201000,Al Jazeera English,96,1541,https://www.youtube.com/watch?v=OOXf4ni7K7E,4700000,1076,95,save world coronavirus recession counting cost
117,China hotel collapses with quarantined coronavirus patients inside,782000,ABC News,96,107,https://www.youtube.com/watch?v=0vbplrxtqKE,7890000,4468,684,china hotel collapse quarantined coronavirus patient inside
118,Briton who contracted coronavirus in Wuhan explains symptoms,266000,Guardian News,144,110,https://www.youtube.com/watch?v=PU2ut5Ark3Q,848000,1742,203,briton contracted coronavirus wuhan explains symptom
119,Iran MP dies from coronavirus as total toll spikes,226000,Al Jazeera English,120,189,https://www.youtube.com/watch?v=C7aAs28KPEE,4700000,1694,108,iran mp dy coronavirus total toll spike
120,"The W.H.O. (Finally!) Declares Coronavirus A ""Pandemic""",360000,Peak Prosperity,24,2453,https://www.youtube.com/watch?v=t4N09qsMdPQ,294000,13819,277,finally declares coronavirus pandemic
121,Coronavirus: So reagieren Hausärzte auf Verdachtsfälle,117000,ZDFheute Nachrichten,48,898,https://www.youtube.com/watch?v=ETkeBlK3wNU,75800,715,88,coronavirus reagieren hausrzte auf verdachtsflle
122,¿Cuáles son los síntomas y efectos del coronavirus?,925000,EL TIEMPO,168,369,https://www.youtube.com/watch?v=qTxtJr5gqAE,462000,8128,659,cules son los sntomas efectos del coronavirus
123,La radical cuarentena con la que China está derrotando al coronavirus Covid-19,937000,El Confidencial,120,386,https://www.youtube.com/watch?v=2tTQLj-S7j4,134000,12949,853,la radical cuarentena con la que china est derrotando al coronavirus covid
124,Trump Praises Coronavirus Response As Cases Rack Up And Markets Spiral | The 11th Hour | MSNBC,227000,MSNBC,120,301,https://www.youtube.com/watch?v=2cBZ77m9dHs,2440000,2282,202,trump praise coronavirus response case rack market spiral th hour msnbc
125,WHO: Coronavirus - questions and answers (Q&A),434000,World Health Organization (WHO),720,82,https://www.youtube.com/watch?v=OZcRD9fV7jo,192000,915,106,coronavirus question answer qa
126,Q&A How to protect yourself when travelling during the coronavirus (COVID-2019) outbreak.,431000,World Health Organization (WHO),720,1365,https://www.youtube.com/watch?v=0KBvReECRrI,192000,962,309,qa protect travelling coronavirus covid outbreak
127,Coronavirus Enters Devastating New Phase | Morning Joe | MSNBC,41000,MSNBC,12,282,https://www.youtube.com/watch?v=vzOLgfU9ypQ,2440000,4487,1630,coronavirus enters devastating new phase morning joe msnbc
128,"213 dead, 9,692 cases of coronavirus confirmed in China",1500000,ARIRANG NEWS,720,183,https://www.youtube.com/watch?v=0YOVPIQuvAw,278000,9118,575,dead case coronavirus confirmed china
129,"T13 en Roma: Italia queda ""aislada"" por el coronavirus",312000,T13,48,314,https://www.youtube.com/watch?v=alBXJJajbvA,814000,2575,212,en rom italia queda aislada por el coronavirus
130,"Coronavirus: second UK death as cases rise to 163, cases pass 100,000 across world",580000,Channel 4 News,144,1115,https://www.youtube.com/watch?v=NxmJaXsl56g,1150000,3809,387,coronavirus second uk death case rise case pas across world
131,Robert-Koch-Institut informiert über Corona-Virus,192000,tagesschau,144,405,https://www.youtube.com/watch?v=8gE5-vUDl4g,466000,1824,149,robertkochinstitut informiert ber coronavirus
132,"Coronavirus: Second British death and more than 100,000 cases worldwide - BBC News",535000,BBC News,144,977,https://www.youtube.com/watch?v=nETgZwRuJPU,6570000,4335,331,coronavirus second british death case worldwide bbc news
133,Get the facts on coronavirus,2800000,CBC News,720,310,https://www.youtube.com/watch?v=kIL5m5XznNY,1860000,37478,1533,get fact coronavirus
134,"Alexandria Ocasio-Cortez Talks Coronavirus, the 2020 Election and the Youth Vote",829000,Late Night with Seth Meyers,144,377,https://www.youtube.com/watch?v=8_WZym7ZJXE,3490000,17034,896,alexandria ocasiocortez talk coronavirus election youth vote
