,title,view,channel,uploadtime,length,link,subscriber,like,dislike,clean_text
0,Nearly 200 people die in Italy in last 24 hours from coronavirus,285000,ABC News,9,254,https://www.youtube.com/watch?v=cZciLknWNsg,7900000,2431,255,nearly people die italy last hour coronavirus
1,Top health official on US response to coronavirus pandemic,207000,ABC News,11,499,https://www.youtube.com/watch?v=9qZehXrLq6g,7900000,1734,198,top health official u response coronavirus pandemic
2,"Trump’s Coronavirus Address, Blooper Reel Included | The Daily Show",927000,The Daily Show with Trevor Noah,8,563,https://www.youtube.com/watch?v=BWO6i8cH8SA,6570000,33398,1131,trump coronavirus address blooper reel included daily show
3,Congress And Trump Admin. Scramble For Coronavirus Aid Deal As Pandemic Causes Panic | Nightly News,293000,NBC News,11,658,https://www.youtube.com/watch?v=X7ERdQYlq8I,1990000,2311,200,congress trump admin scramble coronavirus aid deal pandemic cause panic nightly news
4,Tom Hanks and Rita Wilson test positive for coronavirus,507000,CNN,24,529,https://www.youtube.com/watch?v=Wbk8ZrfU3EM,8740000,5109,1025,tom hank rita wilson test positive coronavirus
5,Coronavirus outbreak: Donald Trump suspends travel from Europe to U.S. starting Friday,308000,Global News,24,580,https://www.youtube.com/watch?v=X7KCyRxOoJw,1230000,3513,709,coronavirus outbreak donald trump suspends travel europe u starting friday
6,"Tom Hanks, Rita Wilson Test Positive For Coronavirus | Rachel Maddow | MSNBC",294000,MSNBC,24,71,https://www.youtube.com/watch?v=CCjBSvrT-SU,2440000,2443,315,tom hank rita wilson test positive coronavirus rachel maddow msnbc
7,Mark Cuban on coronavirus: This is much bigger than basketball | NBA on ESPN,375000,ESPN,24,383,https://www.youtube.com/watch?v=vUB5DST4z-E,6780000,4694,132,mark cuban coronavirus much bigger basketball nba espn
8,Tracing The Origin Of The Coronavirus | NBC News NOW,216000,NBC News,24,328,https://www.youtube.com/watch?v=mNB8zN5CQGc,1990000,1898,220,tracing origin coronavirus nbc news
9,Anthony Fauci says novel coronavirus '10 times deadlier than the flu',451000,ABC News,24,256,https://www.youtube.com/watch?v=dM74KiaksgM,7900000,3549,410,anthony fauci say novel coronavirus time deadlier flu
10,South Korea Sees Decline In Coronavirus Cases After Mass Testing | NBC News NOW,149000,NBC News,24,242,https://www.youtube.com/watch?v=1T0rVrC73Bs,1990000,2322,61,south korea see decline coronavirus case mass testing nbc news
