,title,view,channel,uploadtime,length,link,subscriber,like,dislike,clean_text
0,"Coronavirus: 'Get prepared as soon as you can', says Italian doctor",528000,Sky News,8,572,https://www.youtube.com/watch?v=61-gFtHJOd8,1890000,8297,278,coronavirus get prepared soon say italian doctor
1,WATCH LIVE: Trump gives coronavirus update,430000,Washington Post,8,13300,https://www.youtube.com/watch?v=yH4cp4dssGw,1000000,3088,1275,watch live trump give coronavirus update
2,Coronavirus special: Are we doing enough?,576000,Channel 4 News,24,2714,https://www.youtube.com/watch?v=C98FmoZVbjs,1170000,4633,587,coronavirus special enough
3,Coronavirus outbreak: Donald Trump declares national emergency over COVID-19 | FULL,634000,Global News,24,4356,https://www.youtube.com/watch?v=HMGHiI44-XY,1250000,4407,1215,coronavirus outbreak donald trump declares national emergency covid full
4,Coronavirus: Europe at the epicentre of the pandemic - BBC News,1100000,BBC News,24,711,https://www.youtube.com/watch?v=IQdYDkwtvoo,6600000,8246,1113,coronavirus europe epicentre pandemic bbc news
5,Infection Rate Charts Forecast Steep Rise In US Coronavirus Cases | Rachel Maddow | MSNBC,391000,MSNBC,22,348,https://www.youtube.com/watch?v=m2HgeK73ctU,2450000,4264,298,infection rate chart forecast steep rise u coronavirus case rachel maddow msnbc
6,Iran is building a massive grave for coronavirus victims,365000,Washington Post,24,223,https://www.youtube.com/watch?v=fjuWyXzKBIw,1000000,2408,447,iran building massive grave coronavirus victim
7,"Coronavirus outbreak: Canadians urged not to ""panic buy""; Should schools close over COVID-19?",84000,Global News,24,207,https://www.youtube.com/watch?v=KqM8rHkMUT8,1250000,673,57,coronavirus outbreak canadian urged panic buy school close covid
8,"WHO says Europe new coronavirus pandemic epicentre as global covid-19 death toll passes 5,000",399000,Channel 4 News,24,1798,https://www.youtube.com/watch?v=vsV_PJ3txn8,1170000,2730,183,say europe new coronavirus pandemic epicentre global covid death toll pass
9,What the 1918 influenza pandemic can teach us about the coronavirus outbreak,25000,Washington Post,24,224,https://www.youtube.com/watch?v=-B5YCQamLes,1000000,356,17,influenza pandemic teach u coronavirus outbreak
10,Coronavirus controversy: Chinese official suggests US is responsible,556000,Fox News,24,164,https://www.youtube.com/watch?v=hZftihVyq9E,4490000,3451,1063,coronavirus controversy chinese official suggests u responsible
11,Miami mayor who tested positive for coronavirus speaks on quarantine experience,134000,ABC News,24,327,https://www.youtube.com/watch?v=Lw1svqRG5bU,7930000,1217,82,miami mayor tested positive coronavirus speaks quarantine experience
12,Hungry monkeys brawl over food as coronavirus hits tourism in Thailand,552000,Guardian News,24,41,https://www.youtube.com/watch?v=22JgHBb-0dg,857000,1736,97,hungry monkey brawl food coronavirus hit tourism thailand
13,Trump Holds News Conference On Coronavirus Pandemic | NBC News (Live Stream Recording),3000000,NBC News,24,8208,https://www.youtube.com/watch?v=q_WM_pMp0Hg,2020000,20044,8205,trump hold news conference coronavirus pandemic nbc news live stream recording
14,Chinese foreign ministry spokesman claims US army brought coronavirus to Wuhan,114000,South China Morning Post,24,115,https://www.youtube.com/watch?v=whJwOkeBV5c,943000,1447,704,chinese foreign ministry spokesman claim u army brought coronavirus wuhan
15,"Disney theme parks, American landmarks close amid coronavirus l ABC News",98000,ABC News,24,260,https://www.youtube.com/watch?v=xGpew-tPga4,7930000,661,111,disney theme park american landmark close amid coronavirus l abc news
16,Millions across the globe on lockdown over coronavirus,147000,ABC News,24,380,https://www.youtube.com/watch?v=6izmzP-cFBU,7930000,1782,128,million across globe lockdown coronavirus
17,"ABC News Prime: Coronavirus national emergency, life under quarantine, stock market",301000,ABC News,24,3633,https://www.youtube.com/watch?v=wDbyThHkctA,7930000,2173,328,abc news prime coronavirus national emergency life quarantine stock market
18,Coronavirus: How the UK is following its own path to battle the pandemic,523000,The Telegraph,24,181,https://www.youtube.com/watch?v=f6jYyCX2aUs,943000,2986,3003,coronavirus uk following path battle pandemic
19,Gov. DeWine says Ohio estimated to have over 100K cases of coronavirus,352000,Fox News,24,318,https://www.youtube.com/watch?v=HnjvX8oLBdo,4490000,2450,952,gov dewine say ohio estimated k case coronavirus
20,U.K. Prime Minister Boris Johnson delivers grim coronavirus warning,136000,CBS This Morning,24,156,https://www.youtube.com/watch?v=d9UKDjoOfEw,1240000,488,132,uk prime minister boris johnson delivers grim coronavirus warning
21,Coronavirus update: Thursday 12 March | ITV News,268000,ITV News,48,81,https://www.youtube.com/watch?v=ILsobeNEtwA,442000,1509,275,coronavirus update thursday march itv news
22,Coronavirus outbreak: Justin Trudeau addresses his wife's COVID-19 diagnosis | FULL,358000,Global News,24,3174,https://www.youtube.com/watch?v=SjEgtT98jqk,1250000,2637,829,coronavirus outbreak justin trudeau address wife covid diagnosis full
23,"Coronavirus Impacts Tom Hanks, the NBA and Monkeys in Thailand | The Daily Show",1700000,The Daily Show with Trevor Noah,24,384,https://www.youtube.com/watch?v=4IlwdyacDZg,6610000,37741,1022,coronavirus impact tom hank nba monkey thailand daily show
24,Normal Life Comes To A Halt For Americans In Response To Coronavirus | TODAY,1300000,TODAY,24,829,https://www.youtube.com/watch?v=Qn0RfE4aruk,1790000,10137,1285,normal life come halt american response coronavirus today
25,"Trump outlines U.S. response to coronavirus outbreak, restricts travel from Europe | ABC News",1200000,ABC News,72,244,https://www.youtube.com/watch?v=qyVX-pu-ZDk,7930000,10649,2505,trump outline u response coronavirus outbreak restricts travel europe abc news
26,'America's not safe' - Leading coronavirus expert on Donald Trump's response to Covid-19,294000,Channel 4 News,24,1008,https://www.youtube.com/watch?v=PwQR7vN8sNU,1170000,3929,1717,america safe leading coronavirus expert donald trump response covid
27,"How the U.S. plans to correct the ""failing"" coronavirus testing system",105000,CBS This Morning,24,404,https://www.youtube.com/watch?v=InsBOaHg8IY,1240000,591,104,u plan correct failing coronavirus testing system
28,The Virus: latest updates on coronavirus | ABC News,526000,ABC News (Australia),24,923,https://www.youtube.com/watch?v=Dsgsj_E8tl4,932000,3679,564,virus latest update coronavirus abc news
29,FULL SPEECH: President Trump address the nation on coronavirus (9 minutes),335000,WPTV News | West Palm Beach Florida,72,571,https://www.youtube.com/watch?v=mii6NydPiqI,136000,2652,720,full speech president trump address nation coronavirus minute
30,Watch live: Trump addresses the country over coronavirus response,288000,CBS News,72,871,https://www.youtube.com/watch?v=pdO2HEtv92c,2400000,2407,864,watch live trump address country coronavirus response
31,Mike Breen Announces the NBA Suspended the Season Because of the Coronavirus,157000,Bleacher Report,72,43,https://www.youtube.com/watch?v=Z9IfFHlTX-k,1730000,2065,49,mike breen announces nba suspended season coronavirus
32,"Coronavirus sends market plummeting, halting sports, travel | Nightline",108000,ABC News,24,538,https://www.youtube.com/watch?v=hiO4WZW1MKk,7930000,1085,117,coronavirus sends market plummeting halting sport travel nightline
33,Coronavirus: Do UK measures go far enough?,389000,Sky News,24,224,https://www.youtube.com/watch?v=2N-Vbz_HJt0,1890000,2676,1327,coronavirus uk measure go far enough
34,Trump declares 'national emergency' for coronavirus,1400000,CNN,24,640,https://www.youtube.com/watch?v=OtAQJjN1kcg,8770000,8907,3023,trump declares national emergency coronavirus
35,Trump suspends travel from Europe over coronavirus fears (Entire address to nation),701000,CNN,72,571,https://www.youtube.com/watch?v=EhP2JMgAwuE,8770000,7074,2728,trump suspends travel europe coronavirus fear entire address nation
