,title,view,channel,uploadtime,length,link,subscriber,like,dislike
32,Understanding difference between flu and coronavirus,182K views,CBS News,2 days ago,6:24,https://www.youtube.com/watch?v=7CiD4GwixPY,2.4M,960,287
33,Pence Delivers Coronavirus Update After Trump Travels To Capitol Hill | MTP Daily | MSNBC,169K views,MSNBC,2 days ago,6:36,https://www.youtube.com/watch?v=DzfqaU23pv8,2.44M,963,686
34,Coronavirus survivor reveals what it's like to have Covid-19,2.7M views,Channel 4 News,2 days ago,8:11,https://www.youtube.com/watch?v=G9oqvJ3iXGI,1.15M,"38,167","2,336"
35,Coronavirus outbreak: U.S. task force update on COVID-19 outbreak | FULL,145K views,Global News,Streamed 2 days ago,43:24,https://www.youtube.com/watch?v=9k55xdwKJTw,1.22M,962,309
36,NBA suspends season due to coronavirus,12K views,Fox Business,20 hours ago,0:33,https://www.youtube.com/watch?v=XHTltHA-wqA,890K,451,302
37,Combatting Coronavirus with “Social Distancing” | The Daily Show,1.4M views,The Daily Show with Trevor Noah,1 day ago,7:21,https://www.youtube.com/watch?v=NVlyc-uZQc0,6.56M,"27,712",692
38,Trump suspends travel from Europe over coronavirus fears (Entire address to nation),652K views,CNN,21 hours ago,9:31,https://www.youtube.com/watch?v=EhP2JMgAwuE,8.74M,"6,822","2,607"
39,NBA to consider hiatus due to coronavirus – Woj | SC with Stephen A. Smith,347K views,ESPN,23 hours ago,6:26,https://www.youtube.com/watch?v=6l4KEsxOAlM,6.78M,"3,316",102
40,"Trump outlines U.S. response to coronavirus outbreak, restricts travel from Europe | ABC News",1.2M views,ABC News,21 hours ago,4:04,https://www.youtube.com/watch?v=qyVX-pu-ZDk,7.89M,"10,257","2,403"
41,Trump urges calm at coronavirus task force briefing,500K views,CBS News,2 days ago,5:51,https://www.youtube.com/watch?v=zSfbAP3emSE,2.4M,"2,771","2,311"
42,New York orders nation's first coronavirus containment zone l ABC News,231K views,ABC News,1 day ago,5:17,https://www.youtube.com/watch?v=ENNNe4gYhDY,7.89M,"2,027",262
43,Bill de Blasio - Confronting the Coronavirus Outbreak in New York City | The Daily Show,655K views,The Daily Show with Trevor Noah,20 hours ago,15:28,https://www.youtube.com/watch?v=aM2DZjsgAlA,6.56M,"12,060","1,817"
44,"Coronavirus outbreak: Schumer tells Trump to ""keep quiet"" when it comes to COVID-19",29K views,Global News,2 days ago,3:33,https://www.youtube.com/watch?v=GZPJV4ARfhE,1.22M,496,258
45,NY governor: We're not going to stop coronavirus at this rate of testing,587K views,CNN,2 days ago,11:01,https://www.youtube.com/watch?v=5Y7qcAOpw8o,8.74M,"4,306","1,150"
46,Coronavirus: Should the UK quarantine like Italy? - BBC,321K views,BBC,1 day ago,7:00,https://www.youtube.com/watch?v=_zlwWDS-DCs,8.16M,"3,341",326
47,"Coronavirus ‘worse than a bomb’ on Italy, says doctor coordinating response",1.5M views,Channel 4 News,2 days ago,10:54,https://www.youtube.com/watch?v=9mrPHO-nkVE,1.15M,"22,268",859
48,Coronavirus: Deaths jump above 600 in Italy - as country struggles with lockdown,267K views,Channel 4 News,2 days ago,8:24,https://www.youtube.com/watch?v=bOkkp8UPIYg,1.15M,"2,807",130
49,Tom Hanks and Rita Wilson test positive for coronavirus,429K views,CNN,20 hours ago,8:49,https://www.youtube.com/watch?v=Wbk8ZrfU3EM,8.74M,"4,667",922
50,Unprecedented restrictions in Italy over coronavirus outbreak,260K views,CNN,2 days ago,8:18,https://www.youtube.com/watch?v=v_vDjR5zBDk,8.74M,"1,929",297
51,COVID-19 (Coronavirus) Update - Spoiler: It's All Bad News,178K views,Strong Medicine,2 days ago,11:33,https://www.youtube.com/watch?v=qsJ7LYZhUlQ,314K,"4,186",173
52,Should the world copy China's aggressive efforts to contain the coronavirus? | DW News,103K views,DW News,2 days ago,10:43,https://www.youtube.com/watch?v=4pHwwOmXIuA,1.07M,825,315
53,Coronavirus outbreak: HHS secretary gives update on Trump administration response | FULL,37K views,Global News,Streamed 2 days ago,13:11,https://www.youtube.com/watch?v=QVqc58cZijM,1.22M,367,291
54,All of Italy under restrictions over coronavirus outbreak,978K views,CNN,3 days ago,8:36,https://www.youtube.com/watch?v=lm7Xi3cw6dY,8.74M,"7,572","1,325"
55,Watch live: Joe Biden gives speech on coronavirus pandemic,141K views,NBC News,Streamed 5 hours ago,18:59,https://www.youtube.com/watch?v=kMxokey64pU,1.98M,"2,909","1,366"
56,Coronavirus outbreak: U.S. task force releases new prevention guidelines,176K views,Global News,Streamed 3 days ago,43:50,https://www.youtube.com/watch?v=Du15BUuoBa4,1.22M,"1,012",430
57,BREAKING: NBA suspends season after Rudy Gobert tests positive for coronavirus | CBS Sports HQ,375K views,CBS Sports,21 hours ago,8:04,https://www.youtube.com/watch?v=WfOuA-Rq_4Y,241K,"2,985",172
58,CNN polled Americans about coronavirus. Here's what they said,498K views,CNN,3 days ago,3:27,https://www.youtube.com/watch?v=4Vsjtvm4cyA,8.74M,"4,127",905
59,Adam Schiff On Trump's Response To Coronavirus: 'Incompetence Kills' | The Last Word | MSNBC,400K views,MSNBC,19 hours ago,1:01,https://www.youtube.com/watch?v=fMlbywEMj3U,2.44M,"2,945","8,225"
60,Lawrence And Rachel On The NBA Suspending Their Season Due To Coronavirus | The Last Word | MSNBC,207K views,MSNBC,19 hours ago,8:01,https://www.youtube.com/watch?v=1rfiwmfttUk,2.44M,"2,815",233
61,Coronavirus: Italy now in complete lockdown | DW News,462K views,DW News,2 days ago,15:40,https://www.youtube.com/watch?v=mJMk_QDxZ28,1.07M,"3,828",220
62,Trump discusses economics surrounding coronavirus in press conference,515K views,Fox News,Streamed 3 days ago,43:20,https://www.youtube.com/watch?v=-IVcbzcY1Q8,4.47M,"8,755",871
63,Coronavirus: Busting The Myths | This Morning,148K views,This Morning,2 days ago,7:23,https://www.youtube.com/watch?v=VRlO-LwKJVA,1.66M,"1,714",160
64,Coronavirus outbreak: Is COVID-19 worse than the flu?,92K views,Global News,3 days ago,6:24,https://www.youtube.com/watch?v=1BJRF7ZaOlQ,1.22M,532,110
65,"Coronavirus ‘highly sensitive’ to warmer temperatures, Chinese study says",409K views,South China Morning Post,3 days ago,3:45,https://www.youtube.com/watch?v=GmrVSeoDnc4,929K,"4,380",215
66,Mark Cuban reacts to NBA suspending season due to coronavirus | NBA on ESPN,242K views,ESPN,20 hours ago,3:17,https://www.youtube.com/watch?v=b2-wU42KJ0c,6.78M,"2,680",61
67,"Coronavirus: Economic impacts, travel chaos, Australian cases | Nine News Australia",202K views,Nine News Australia,2 days ago,13:21,https://www.youtube.com/watch?v=NoluLC-BgrU,286K,"1,329",166
68,"As Coronavirus Spreads Nationwide, Cruise Ship Heads To Port In California | TODAY",365K views,TODAY,3 days ago,9:51,https://www.youtube.com/watch?v=qBaAGGcKf4w,1.78M,"1,959",343
69,New York Implements ‘Containment Zone’ Around Coronavirus Cluster | NBC Nightly News,303K views,NBC News,1 day ago,15:34,https://www.youtube.com/watch?v=wEFqdkJG-QA,1.98M,"1,543",178
70,Conan Shares Coronavirus Tips With His Staff - CONAN on TBS,2M views,Team Coco,1 day ago,6:56,https://www.youtube.com/watch?v=JJIsmDhzoD0,7.75M,"60,245","2,571"
71,Fast moving developments in the coronavirus outbreak,718K views,ABC News,3 days ago,4:45,https://www.youtube.com/watch?v=ya3Pqasvyno,7.89M,"6,145",973
72,"Coronavirus: We're in suppression stage of coronavirus, infectious disease expert says",40K views,CNBC Television,2 days ago,3:48,https://www.youtube.com/watch?v=s42kQCwwTv8,439K,415,20
73,Mike Breen Announces the NBA Suspended the Season Because of the Coronavirus,10K views,Bleacher Report,21 hours ago,0:43,https://www.youtube.com/watch?v=Z9IfFHlTX-k,1.73M,"1,949",46
74,What the U.S. should do to stop the coronavirus spread,102K views,CBS This Morning,3 days ago,4:22,https://www.youtube.com/watch?v=L3pgCQB6cA4,1.24M,592,132
75,"ABC News Prime: Coronavirus global spread, Grand Princess cruise ship, Market meltdown",115K views,ABC News,Streamed 2 days ago,1:25:06,https://www.youtube.com/watch?v=N_mu7TRI9TU,7.89M,"1,281",348
76,President Trump to deliver Oval Office address on coronavirus response,75K views,11Alive,Streamed 21 hours ago,2:20:34,https://www.youtube.com/watch?v=mJ_TmtVU5Pg,199K,426,100
77,Italy on lockdown over coronavirus l ABC News,262K views,ABC News,19 hours ago,6:19,https://www.youtube.com/watch?v=l5twUq9iPSE,7.89M,"1,952",147
78,Coronavirus: Virologist Explains Americans’ Best Defenses In Public Places | NBC Nightly News,135K views,NBC News,1 day ago,6:13,https://www.youtube.com/watch?v=h1STiZSf3t0,1.98M,"1,359",88
79,Dr Norman Swan provides a coronavirus reality check | 7.30,32K views,ABC News (Australia),2 days ago,4:32,https://www.youtube.com/watch?v=gpXeHF7W1Mo,926K,679,107
80,Coronavirus Spread Threatens To Overwhelm US Hospital Capacity | Rachel Maddow | MSNBC,1.4K views,MSNBC,16 hours ago,4:28,https://www.youtube.com/watch?v=KCOMwE92kHQ,2.44M,"1,307",73
81,New York City mayor addresses coronavirus as cases in the state rise – 3/9/2020,34K views,CNBC Television,Streamed 3 days ago,2:04:02,https://www.youtube.com/watch?v=IH-Vqi4io_U,439K,251,132
82,Coronavirus: Everything You NEED To Know - BBC,170K views,BBC,3 days ago,6:28,https://www.youtube.com/watch?v=5pIOZhUB4Bk,8.16M,"1,938",169
83,Coronavirus: Death toll soars in Italy  - BBC News,597K views,BBC News,3 days ago,8:34,https://www.youtube.com/watch?v=V2rS8k89BwY,6.57M,"4,888",462
84,What Is Coronavirus (COVID-19)?,490K views,Johns Hopkins Medicine,3 weeks ago,4:31,https://www.youtube.com/watch?v=sHP0UIdZyI4,156K,"3,215",318
85,Trump suspends travel from Europe to battle coronavirus,557K views,Los Angeles Times,21 hours ago,9:41,https://www.youtube.com/watch?v=KYVy_0yUSXM,275K,"7,880","1,402"
86,Everyone's a Coronavirus Expert,2.3M views,Jimmy Kimmel Live,1 day ago,8:47,https://www.youtube.com/watch?v=1LfQlYESTHg,16.3M,"46,455","3,943"
87,Is the Media Overreacting About Coronavirus? | Good Morning Britain,223K views,Good Morning Britain,3 days ago,11:06,https://www.youtube.com/watch?v=0A9Y4djRQcM,611K,"1,536",651
88,"Trump Hasn't Been Tested For Coronavirus Despite Possible Exposure, And Refuses To Take Precautio…",2.1M views,The Late Show with Stephen Colbert,1 day ago,12:10,https://www.youtube.com/watch?v=YgkNuoozmis,7.25M,"31,725","1,268"
89,Chris Hayes On How The U.S. Is On Italy's Coronavirus Trajectory | All In | MSNBC,192K views,MSNBC,21 hours ago,6:34,https://www.youtube.com/watch?v=_-VxuZmEhV0,2.44M,"3,346",181
90,Coronavirus Response and Spread Continues,256K views,The Tonight Show Starring Jimmy Fallon,2 days ago,6:58,https://www.youtube.com/watch?v=SXUfAca7Op8,24.2M,"4,757",223
91,"COVID-19 (Coronavirus Disease 19) - causes, symptoms, diagnosis, treatment, pathology",1M views,Osmosis,3 weeks ago,12:21,https://www.youtube.com/watch?v=eup3_i_5uaw,1.41M,"17,500",530
92,How Coronavirus Kills: Acute Respiratory Distress Syndrome (ARDS) & Treatment,2.2M views,MedCram - Medical Lectures Explained CLEARLY,1 month ago,11:05,https://www.youtube.com/watch?v=okg7uq_HrhQ,588K,"38,204","1,160"
93,Gottlieb: There will be a rapid acceleration of coronavirus cases in US,187K views,CNBC Television,3 days ago,8:00,https://www.youtube.com/watch?v=xEwlFcYAMf8,439K,"1,899",149
94,Growing Fears Over Response To Coronavirus As Number Of Confirmed Cases Soar | NBC Nightly News,1.6M views,NBC News,3 days ago,11:09,https://www.youtube.com/watch?v=GLsXcv5zouQ,1.98M,"12,373","2,222"
95,New York Governor Cuomo Makes Coronavirus Announcement | NBC News (Live Stream Recording),241K views,NBC News,Streamed 3 days ago,36:48,https://www.youtube.com/watch?v=HqkzbmizjZc,1.98M,"2,267",420
96,Coronavirus: El virus cuenta con 3 fases y produce daños en todos los órganos | Telemundo,754K views,Al Rojo Vivo,1 day ago,8:53,https://www.youtube.com/watch?v=TxNwYce6WoM,2.59M,"12,418",787
97,"Journalist goes undercover at ""wet markets"", where the Coronavirus started | 60 Minutes Australia",3.4M views,60 Minutes Australia,4 days ago,27:31,https://www.youtube.com/watch?v=Y7nZ4mw4mXw,1.64M,"35,584","4,823"
98,Coronavirus: Northern Italy quarantines 16 million people - BBC News,1.5M views,BBC News,4 days ago,6:14,https://www.youtube.com/watch?v=Lex_mt9o64o,6.57M,"12,938",794
99,"Global National: March 10, 2020 | Coronavirus cases surging globally, is Canada ready for worse?",54K views,Global News,1 day ago,22:16,https://www.youtube.com/watch?v=O7B_mwZyH2Y,1.22M,583,43
100,Novel coronavirus (2019-nCoV),2.3M views,World Health Organization (WHO),1 month ago,4:49,https://www.youtube.com/watch?v=mOV1aBVYKGA,192K,"11,264",627
101,Coronavirus: Mujer dominicana diagnosticada con el virus se escapa del hospital | Telemundo,165K views,Al Rojo Vivo,2 days ago,2:29,https://www.youtube.com/watch?v=8-iVrK10Wm4,2.59M,"2,438",131
102,Coronavirus: Das wissen wir über Covid-19 | Quarks Extra,284K views,Quarks,5 days ago,17:21,https://www.youtube.com/watch?v=WReBrwIllao,351K,"5,815",372
103,Johnson: Coronavirus Containment is Extremely Unlikely - TLDR News,58K views,TLDR News,2 days ago,11:17,https://www.youtube.com/watch?v=O-hG9RqbYP8,359K,"5,395",66
104,"At least 12 dead, 188 infected in US as coronavirus continues to spread | Nightline",1.4M views,ABC News,5 days ago,8:02,https://www.youtube.com/watch?v=7hB13abLQkE,7.89M,"13,598","1,830"
105,Coronavirus | What Is Coronavirus | Symptoms Of Coronavirus,613K views,AbrahamThePharmacist,1 month ago,8:50,https://www.youtube.com/watch?v=qJKmLTDLyws,160K,"6,561",402
106,Coronavirus: Milan set for lockdown,544K views,Sky News,5 days ago,3:11,https://www.youtube.com/watch?v=Zh3YBVjDXfY,1.88M,"3,285",198
107,"Coronavirus Symptoms, Diagnosis, Treatment, & Vaccine Status",1.1M views,MedCram - Medical Lectures Explained CLEARLY,1 month ago,4:33,https://www.youtube.com/watch?v=UCG3xqtcL3c,588K,"11,506",512
108,The real reason people are buying in bulk ahead of coronavirus concerns,3.1K views,CBS 8 San Diego,1 day ago,3:35,https://www.youtube.com/watch?v=s_4h1os6GaA,11.3K,15,9
109,Doctor shares CDC's latest coronavirus warnings,544K views,CBS This Morning,5 days ago,4:40,https://www.youtube.com/watch?v=0WeSAuoYsOQ,1.24M,"5,799",480
110,D.C. Mayor Updates On Coronavirus After First Positive Case | NBC News (Live Stream Recording),293K views,NBC News,Streamed 4 days ago,30:32,https://www.youtube.com/watch?v=Ebf0tY84j8U,1.98M,"1,232",309
111,¿China ya superó la emergencia por el nuevo coronavirus?,413K views,EL TIEMPO,3 days ago,1:50,https://www.youtube.com/watch?v=HAYyqZVhb2A,462K,"3,689",273
112,WELT THEMA: In Deutschland steigen Coronavirus-Fälle rasant - Ganz Italien Covid-19-Sperrzone,268K views,WELT Nachrichtensender,2 days ago,20:20,https://www.youtube.com/watch?v=peRgqJDXlkM,412K,"2,059",616
113,New York City Mayor de Blasio Gives Coronavirus Update | NBC News (Live Stream Recording),210K views,NBC News,Streamed 4 days ago,1:31:44,https://www.youtube.com/watch?v=_3Mn-mJdHUo,1.98M,"1,558",502
114,"En Italia, 133 muertes en un solo día por el coronavirus y 16 millones en cuarentena",464K views,euronews (en español),4 days ago,2:02,https://www.youtube.com/watch?v=NoJokMSltho,602K,"5,149",246
115,The Coronavirus Song (ft. NerdCity),240K views,Rusty Cage,3 days ago,1:28,https://www.youtube.com/watch?v=FKv8Y_A9P3c,1.42M,"26,140",424
116,Who will save the world from a coronavirus recession? | Counting the Cost,201K views,Al Jazeera English,4 days ago,25:41,https://www.youtube.com/watch?v=OOXf4ni7K7E,4.7M,"1,076",95
117,China hotel collapses with quarantined coronavirus patients inside,782K views,ABC News,4 days ago,1:47,https://www.youtube.com/watch?v=0vbplrxtqKE,7.89M,"4,468",684
118,Briton who contracted coronavirus in Wuhan explains symptoms,266K views,Guardian News,6 days ago,1:50,https://www.youtube.com/watch?v=PU2ut5Ark3Q,848K,"1,742",203
119,Iran MP dies from coronavirus as total toll spikes,226K views,Al Jazeera English,5 days ago,3:09,https://www.youtube.com/watch?v=C7aAs28KPEE,4.7M,"1,694",108
120,"The W.H.O. (Finally!) Declares Coronavirus A ""Pandemic""",360K views,Peak Prosperity,1 day ago,40:53,https://www.youtube.com/watch?v=t4N09qsMdPQ,294K,"13,819",277
121,Coronavirus: So reagieren Hausärzte auf Verdachtsfälle,117K views,ZDFheute Nachrichten,2 days ago,14:58,https://www.youtube.com/watch?v=ETkeBlK3wNU,75.8K,715,88
122,¿Cuáles son los síntomas y efectos del coronavirus?,925K views,EL TIEMPO,1 week ago,6:09,https://www.youtube.com/watch?v=qTxtJr5gqAE,462K,"8,128",659
123,La radical cuarentena con la que China está derrotando al coronavirus Covid-19,937K views,El Confidencial,5 days ago,6:26,https://www.youtube.com/watch?v=2tTQLj-S7j4,134K,"12,949",853
124,Trump Praises Coronavirus Response As Cases Rack Up And Markets Spiral | The 11th Hour | MSNBC,227K views,MSNBC,5 days ago,5:01,https://www.youtube.com/watch?v=2cBZ77m9dHs,2.44M,"2,282",202
125,WHO: Coronavirus - questions and answers (Q&A),434K views,World Health Organization (WHO),1 month ago,1:22,https://www.youtube.com/watch?v=OZcRD9fV7jo,192K,915,106
126,Q&A How to protect yourself when travelling during the coronavirus (COVID-2019) outbreak.,431K views,World Health Organization (WHO),1 month ago,22:45,https://www.youtube.com/watch?v=0KBvReECRrI,192K,962,309
127,Coronavirus Enters Devastating New Phase | Morning Joe | MSNBC,41K views,MSNBC,12 hours ago,4:42,https://www.youtube.com/watch?v=vzOLgfU9ypQ,2.44M,"4,487","1,630"
128,"213 dead, 9,692 cases of coronavirus confirmed in China",1.5M views,ARIRANG NEWS,1 month ago,3:03,https://www.youtube.com/watch?v=0YOVPIQuvAw,278K,"9,118",575
129,"T13 en Roma: Italia queda ""aislada"" por el coronavirus",312K views,T13,2 days ago,5:14,https://www.youtube.com/watch?v=alBXJJajbvA,814K,"2,575",212
130,"Coronavirus: second UK death as cases rise to 163, cases pass 100,000 across world",580K views,Channel 4 News,6 days ago,18:35,https://www.youtube.com/watch?v=NxmJaXsl56g,1.15M,"3,809",387
131,Robert-Koch-Institut informiert über Corona-Virus,192K views,tagesschau,6 days ago,6:45,https://www.youtube.com/watch?v=8gE5-vUDl4g,466K,"1,824",149
132,"Coronavirus: Second British death and more than 100,000 cases worldwide - BBC News",535K views,BBC News,6 days ago,16:17,https://www.youtube.com/watch?v=nETgZwRuJPU,6.57M,"4,335",331
133,Get the facts on coronavirus,2.8M views,CBC News,1 month ago,5:10,https://www.youtube.com/watch?v=kIL5m5XznNY,1.86M,"37,478","1,533"
134,"Alexandria Ocasio-Cortez Talks Coronavirus, the 2020 Election and the Youth Vote",829K views,Late Night with Seth Meyers,6 days ago,6:17,https://www.youtube.com/watch?v=8_WZym7ZJXE,3.49M,"17,034",896
135,"Coronavirus Epidemic Update 32: Important Data from South Korea, Can Zinc Help Prevent COVID-19?",528K views,MedCram - Medical Lectures Explained CLEARLY,6 days ago,19:58,https://www.youtube.com/watch?v=Eeh054-Hx1U,588K,"11,646",282
136,Coronavirus: what we know so far about the outbreak spreading in China and abroad,2.7M views,South China Morning Post,1 month ago,5:27,https://www.youtube.com/watch?v=Zru5REL9ANg,929K,"16,333","1,266"
137,Sadhguru on Coronavirus Outbreak in China,2.3M views,Sadhguru,1 month ago,8:25,https://www.youtube.com/watch?v=mP-mCfo4-f8,4.45M,"52,969","3,119"
138,Coronavirus Crisis: Your Questions Answered | NBC News (Live Stream Recording),334K views,NBC News,Streamed 22 hours ago,1:00:14,https://www.youtube.com/watch?v=YDmOEPI4-8Y,1.98M,"2,047",437
139,ASMR Testing You For Corona Virus (Raising Awareness and Debunking Myths!),358K views,ASMR Darling,3 days ago,30:01,https://www.youtube.com/watch?v=dEJinCwzk0Q,2.46M,"15,210","1,749"
140,Coronavirus in China: The fight against the outbreak,2M views,CBC News: The National,1 month ago,2:52,https://www.youtube.com/watch?v=V0qxJzv3ssc,663K,"7,180",736
141,"Coronavirus: Cómo se vive en la ""zona cero"" del Covid-19 en Italia",1.1M views,T13,1 week ago,5:55,https://www.youtube.com/watch?v=66LqsOBQvYE,814K,"7,134",723
142,How to stop the spread of coronavirus,334K views,Guardian News,1 week ago,4:31,https://www.youtube.com/watch?v=3jpXAMwRSu4,848K,"1,693",114
143,Coronavirus outbreak: Mother of sick daughter from virus-hit region pleads for help,4.1M views,Global News,1 month ago,3:44,https://www.youtube.com/watch?v=NytLE5ECa8M,1.22M,"28,578","1,884"
144,China coronavirus 'spreads before symptoms show' - BBC News,2.5M views,BBC News,1 month ago,4:02,https://www.youtube.com/watch?v=0jAWPcyPFQc,6.57M,"22,076","1,101"
145,(2020.1-2020.3) Map Timelapse of the Coronavirus,1.7M views,WawamuStats,1 week ago,3:11,https://www.youtube.com/watch?v=6uu1MGyGjvI,237K,"20,905",883
146,What happens to your body when you get coronavirus,1.4M views,The Telegraph,1 week ago,2:06,https://www.youtube.com/watch?v=2bI5pQGXl2o,935K,"13,777",759
147,Coronavirus crisis in US as more cases are reported l ABC News,653K views,ABC News,6 days ago,4:11,https://www.youtube.com/watch?v=Qow1al_afYQ,7.89M,"5,097",737
148,Trump says he will not stop campaign rallies over coronavirus,159K views,CBS This Morning,5 days ago,2:55,https://www.youtube.com/watch?v=t1PzqP-oolc,1.24M,"1,092",503
149,Coronavirus en América: así se propaga el COVID-19 en EE.UU. y países latinoamericanos,609K views,CNN en Español,6 days ago,38:26,https://www.youtube.com/watch?v=rH4VGa63Z_g,1.48M,"8,633",670
