,title,view,channel,uploadtime,length,link,subscriber,like,dislike
12,Coronavirus Test Shortage Raises Alarm As Washington State Bans Mass Gatherings | NBC Nightly News,335K views,NBC News,1 day ago,14:20,https://www.youtube.com/watch?v=JLZjUz9ZTn0,1.98M,"2,241",174
13,Bill de Blasio - Confronting the Coronavirus Outbreak in New York City | The Daily Show,794K views,The Daily Show with Trevor Noah,23 hours ago,15:28,https://www.youtube.com/watch?v=aM2DZjsgAlA,6.56M,"13,063","2,011"
14,Trump Addresses The Nation On Coronavirus From Oval Office | NBC News (Live Stream Recording),914K views,NBC News,Streamed 1 day ago,17:25,https://www.youtube.com/watch?v=I09RkjLcFpU,1.98M,"6,006","2,478"
15,Let's talk about Coronavirus,660K views,Markiplier,4 hours ago,7:10,https://www.youtube.com/watch?v=VwsGzkLu-j0,25.1M,"150,495","1,450"
16,The 5 Stages of Coronavirus,1.4M views,Jimmy Kimmel Live,22 hours ago,11:37,https://www.youtube.com/watch?v=mD97kJVCOXM,16.3M,"24,321","1,421"
17,Mark Cuban on coronavirus: This is much bigger than basketball | NBA on ESPN,336K views,ESPN,22 hours ago,6:23,https://www.youtube.com/watch?v=vUB5DST4z-E,6.78M,"4,408",121
18,"Trump outlines U.S. response to coronavirus outbreak, restricts travel from Europe | ABC News",1.2M views,ABC News,1 day ago,4:04,https://www.youtube.com/watch?v=qyVX-pu-ZDk,7.89M,"10,346","2,427"
19,Coronavirus Is Our Future | Alanna Shaikh | TEDxSMU,1.6M views,TEDx Talks,1 day ago,16:46,https://www.youtube.com/watch?v=Fqw-9yMV0sI,23.5M,"59,633","3,723"
20,Coronavirus: Should the UK quarantine like Italy? - BBC,366K views,BBC,1 day ago,7:00,https://www.youtube.com/watch?v=_zlwWDS-DCs,8.16M,"3,524",342
21,Coronavirus Misinformation & Toilet Paper Panic | The Daily Show,1.6M views,The Daily Show with Trevor Noah,23 hours ago,6:12,https://www.youtube.com/watch?v=Ls0ZormAOhU,6.56M,"43,526",817
22,Italy on lockdown over coronavirus l ABC News,299K views,ABC News,23 hours ago,6:19,https://www.youtube.com/watch?v=l5twUq9iPSE,7.89M,"2,118",158
23,Daily Life Is Changing For Millions Of Americans As Coronavirus Crisis Grows,2.1M views,The Late Show with Stephen Colbert,22 hours ago,11:40,https://www.youtube.com/watch?v=lk0sQEhrY5U,7.25M,"34,421","1,138"
24,Lawrence And Rachel On The NBA Suspending Their Season Due To Coronavirus | The Last Word | MSNBC,218K views,MSNBC,22 hours ago,8:01,https://www.youtube.com/watch?v=1rfiwmfttUk,2.44M,"2,942",248
25,W.H.O declares coronavirus 'pandemic' - as UK sees highest daily rise in cases,764K views,Channel 4 News,1 day ago,13:55,https://www.youtube.com/watch?v=vFaC8hKovlQ,1.15M,"6,000",713
26,Trump Contradicts Experts as Coronavirus Is Declared a Pandemic: A Closer Look,2.1M views,Late Night with Seth Meyers,1 day ago,15:44,https://www.youtube.com/watch?v=7rMEA6KN_RU,3.5M,"34,090","1,657"
27,Coronavirus Explained: What does pandemic declaration mean for the world?,127K views,Channel 4 News,1 day ago,6:44,https://www.youtube.com/watch?v=XJV3X8zM1bU,1.15M,"1,498",138
28,Coronavirus: Virus cases rise rapidly in Europe and US - BBC News,1.1M views,BBC News,1 day ago,8:30,https://www.youtube.com/watch?v=DoHOYCbmJoE,6.57M,"8,109",701
29,Treasury likely to push back tax deadline due to coronavirus,206K views,CBS News,1 day ago,3:05,https://www.youtube.com/watch?v=0d0AziuNgi8,2.4M,"1,035",228
30,What China's Pollution Says About Coronavirus and the Economy | WSJ,216K views,Wall Street Journal,1 day ago,4:31,https://www.youtube.com/watch?v=cHSftdHskxs,2.03M,"3,943",164
31,World Health Organization declares coronavirus a pandemic | ABC News,191K views,ABC News,1 day ago,2:47,https://www.youtube.com/watch?v=9mT0zFR9us8,7.89M,"1,847",265
32,Experts Hope Herd Immunity ‘Flattens’ The Coronavirus Curve | NBC News NOW,154K views,NBC News,23 hours ago,15:15,https://www.youtube.com/watch?v=f2aDEPZbLEI,1.98M,995,114
33,Coronavirus Crisis: Your Questions Answered | NBC News (Live Stream Recording),342K views,NBC News,Streamed 1 day ago,1:00:14,https://www.youtube.com/watch?v=YDmOEPI4-8Y,1.98M,"2,080",440
34,Washington state braces for thousands of potential coronavirus cases,131K views,CBS This Morning,1 day ago,2:48,https://www.youtube.com/watch?v=j6HSjsGVwrc,1.24M,586,153
35,WHO declares coronavirus outbreak a pandemic,432K views,Fox News,1 day ago,0:51,https://www.youtube.com/watch?v=d1eEWihvwpQ,4.47M,"3,593",751
36,"Coronavirus Expert Dr. Fauci, CDC Director Dr. Redfield Testify | NBC News (Live Stream Recording)",408K views,NBC News,Streamed 1 day ago,2:04:00,https://www.youtube.com/watch?v=RsqUve07HcA,1.98M,"2,360",492
37,Coronavirus update: Wednesday 11 March | ITV News,326K views,ITV News,1 day ago,1:18,https://www.youtube.com/watch?v=0ovMBrJmbK8,438K,"2,139",229
38,Coronavirus containment zone implemented in New York,76K views,CBS This Morning,1 day ago,2:20,https://www.youtube.com/watch?v=iULdVyQ6Bys,1.24M,384,32
39,"Tom Hanks, Rita Wilson test positive for coronavirus",388K views,Fox News,1 day ago,3:07,https://www.youtube.com/watch?v=XKQhhpc1VFQ,4.47M,"5,180",329
40,President Trump addresses the nation on the coronavirus outbreak in the United States,369K views,ABC News,Streamed 1 day ago,1:00:33,https://www.youtube.com/watch?v=alMlYN0fK7s,7.89M,"2,445",671
41,"Coronavirus outbreak: U.S. health official tells Congress that epidemic ""will get worse"" | FULL",165K views,Global News,Streamed 1 day ago,2:05:42,https://www.youtube.com/watch?v=fbR4NuBTJqo,1.22M,"1,403",382
42,Coronavirus outbreak: Countries react after COVID-19 declared a global pandemic,111K views,Global News,1 day ago,8:02,https://www.youtube.com/watch?v=fGuUh-BmnvI,1.22M,788,67
43,Coronavirus: Cruise ship Grand Princess docks in California - BBC News,307K views,BBC News,1 day ago,17:40,https://www.youtube.com/watch?v=7S-1QRRWj10,6.57M,"2,100",302
44,"Coronavirus around the world: March 11, 2020",54K views,Global News,1 day ago,4:10,https://www.youtube.com/watch?v=5XcC62KBC9c,1.22M,352,30
45,Merkel: Most people in Germany likely to contract Coronavirus | DW News,250K views,DW News,1 day ago,15:42,https://www.youtube.com/watch?v=6CGi41nB3tA,1.07M,"2,799",196
46,Novel Coronavirus explained l ABC News,350K views,ABC News,2 days ago,2:46,https://www.youtube.com/watch?v=CXOsVXybVJY,7.89M,"2,367",309
47,Coronavirus disease cases in Philippines rise to 33 | ABS-CBN News,187K views,ABS-CBN News,Streamed 2 days ago,34:26,https://www.youtube.com/watch?v=S5w-UO6pSSU,8.52M,"1,170",122
48,Coronavirus: Is the UK on the same path as Italy?,369K views,Sky News,2 days ago,2:20,https://www.youtube.com/watch?v=fzbkY9s4Y6s,1.88M,"2,687",222
49,National Guard Deployed To Help Contain Coronavirus In NYC Suburb | TODAY,258K views,TODAY,1 day ago,10:01,https://www.youtube.com/watch?v=XjYOAt4PX-w,1.78M,"1,545",174
50,Viable Coronavirus Test Kits Awaiting FDA Approval | MSNBC,72K views,MSNBC,1 day ago,3:56,https://www.youtube.com/watch?v=LtY1GVfaK9I,2.44M,849,34
51,CDC director testifies on delay of coronavirus test kits as concerns grow | Nightline,114K views,ABC News,1 day ago,8:25,https://www.youtube.com/watch?v=yGEaYaUg1T8,7.89M,"1,046",201
52,"Coronavirus Concerns Empty Planes, Leaving Airline Industry Reeling | TODAY",526K views,TODAY,1 day ago,3:55,https://www.youtube.com/watch?v=0xqGmEhEyW8,1.78M,"3,165",178
53,BREAKING: NBA suspends season after Rudy Gobert tests positive for coronavirus | CBS Sports HQ,395K views,CBS Sports,1 day ago,8:04,https://www.youtube.com/watch?v=WfOuA-Rq_4Y,241K,"3,076",181
54,Mike Breen Announces the NBA Suspended the Season Because of the Coronavirus,132K views,Bleacher Report,1 day ago,0:43,https://www.youtube.com/watch?v=Z9IfFHlTX-k,1.73M,"1,978",46
55,"Coronavirus Is 10 Times More Lethal Than Seasonal Flu, Fauci Says",64K views,Bloomberg Markets and Finance,1 day ago,1:58,https://www.youtube.com/watch?v=2DekzGCJhJw,562K,793,51
56,Coronavirus update: WHO chief declares the coronavirus a global pandemic,53K views,CNBC Television,1 day ago,2:43,https://www.youtube.com/watch?v=5fTSrArRp8M,440K,343,36
57,Coronavirus: Italy in lockdown - BBC News,946K views,BBC News,2 days ago,18:20,https://www.youtube.com/watch?v=_69sOxWU0jo,6.57M,"6,268",452
58,Coronavirus Causes Disruptions For U.S. Airlines | NBC Nightly News,81K views,NBC News,2 days ago,1:48,https://www.youtube.com/watch?v=xcGUv4thtHA,1.98M,316,36
59,Iran Played Down the Coronavirus. Then Its Officials Got Sick | NYT News,348K views,The New York Times,2 days ago,4:07,https://www.youtube.com/watch?v=lm2UFynetJw,2.54M,"4,915",264
60,Dr. Fauci on coronavirus in the US: It's going to get worse,130K views,Fox News,1 day ago,3:22,https://www.youtube.com/watch?v=05_0zMCTXe0,4.47M,"1,328",257
61,Coronavirus: What is a pandemic and why use the term now?  - BBC News,313K views,BBC News,19 hours ago,7:45,https://www.youtube.com/watch?v=mmSJQul260g,6.57M,"2,967",202
62,Everyone's a Coronavirus Expert,2.5M views,Jimmy Kimmel Live,1 day ago,8:47,https://www.youtube.com/watch?v=1LfQlYESTHg,16.3M,"49,577","4,266"
63,"Trump Hasn't Been Tested For Coronavirus Despite Possible Exposure, And Refuses To Take Precautio…",2.1M views,The Late Show with Stephen Colbert,1 day ago,12:10,https://www.youtube.com/watch?v=YgkNuoozmis,7.25M,"32,147","1,281"
64,Coronavirus: Deaths jump above 600 in Italy - as country struggles with lockdown,266K views,Channel 4 News,2 days ago,8:24,https://www.youtube.com/watch?v=bOkkp8UPIYg,1.15M,"2,827",132
65,Coronavirus: UK cases rise to 373 as sixth person dies,291K views,Channel 4 News,2 days ago,17:11,https://www.youtube.com/watch?v=8OvzqRL9EVY,1.15M,"1,585",179
66,Coronavirus outbreak: U.S. task force update on COVID-19 outbreak | FULL,142K views,Global News,Streamed 2 days ago,43:24,https://www.youtube.com/watch?v=9k55xdwKJTw,1.22M,963,312
67,Trump urges calm at coronavirus task force briefing,500K views,CBS News,3 days ago,5:51,https://www.youtube.com/watch?v=zSfbAP3emSE,2.4M,"2,771","2,311"
68,Combatting Coronavirus with “Social Distancing” | The Daily Show,1.3M views,The Daily Show with Trevor Noah,2 days ago,7:21,https://www.youtube.com/watch?v=NVlyc-uZQc0,6.56M,"28,216",701
69,Pence Delivers Coronavirus Update After Trump Travels To Capitol Hill | MTP Daily | MSNBC,169K views,MSNBC,2 days ago,6:36,https://www.youtube.com/watch?v=DzfqaU23pv8,2.44M,964,686
70,Understanding difference between flu and coronavirus,180K views,CBS News,2 days ago,6:24,https://www.youtube.com/watch?v=7CiD4GwixPY,2.4M,"1,008",292
71,Italy on nationwide lockdown as coronavirus cases surge,305K views,CBS News,2 days ago,6:05,https://www.youtube.com/watch?v=0Urov6W7h00,2.4M,"1,808",272
72,New York orders nation's first coronavirus containment zone l ABC News,233K views,ABC News,2 days ago,5:17,https://www.youtube.com/watch?v=ENNNe4gYhDY,7.89M,"2,033",262
73,Coronavirus - It’s Deadlier Than You Thought,192K views,AwakenWithJP,1 day ago,4:59,https://www.youtube.com/watch?v=XPpzHYKpndk,922K,"12,484",487
74,Coronavirus survivor reveals what it's like to have Covid-19,2.9M views,Channel 4 News,2 days ago,8:11,https://www.youtube.com/watch?v=G9oqvJ3iXGI,1.15M,"39,776","2,425"
75,"Global National: March 11, 2020 | WHO declares coronavirus a global pandemic",186K views,Global News,1 day ago,22:15,https://www.youtube.com/watch?v=XcARC2mrmcQ,1.22M,999,105
76,NBA suspends season due to coronavirus,45K views,Fox Business,1 day ago,0:33,https://www.youtube.com/watch?v=XHTltHA-wqA,890K,451,302
77,Coronavirus: Busting The Myths | This Morning,150K views,This Morning,2 days ago,7:23,https://www.youtube.com/watch?v=VRlO-LwKJVA,1.66M,"1,735",163
78,"Coronavirus: Economic impacts, travel chaos, Australian cases | Nine News Australia",195K views,Nine News Australia,2 days ago,13:21,https://www.youtube.com/watch?v=NoluLC-BgrU,286K,"1,335",166
79,COVID-19 (Coronavirus) Update - Spoiler: It's All Bad News,165K views,Strong Medicine,2 days ago,11:33,https://www.youtube.com/watch?v=qsJ7LYZhUlQ,314K,"4,261",177
80,"Coronavirus ‘worse than a bomb’ on Italy, says doctor coordinating response",1.5M views,Channel 4 News,2 days ago,10:54,https://www.youtube.com/watch?v=9mrPHO-nkVE,1.15M,"22,516",872
81,Coronavirus: Italy now in complete lockdown | DW News,449K views,DW News,2 days ago,15:40,https://www.youtube.com/watch?v=mJMk_QDxZ28,1.07M,"3,838",220
82,NY governor: We're not going to stop coronavirus at this rate of testing,590K views,CNN,2 days ago,11:01,https://www.youtube.com/watch?v=5Y7qcAOpw8o,8.74M,"4,321","1,152"
83,Coronavirus: Italy extends strict measures to whole country – BBC News,1.6M views,BBC News,3 days ago,17:15,https://www.youtube.com/watch?v=Z2mw6aglRuM,6.57M,"11,812","1,099"
84,Should the world copy China's aggressive efforts to contain the coronavirus? | DW News,89K views,DW News,2 days ago,10:43,https://www.youtube.com/watch?v=4pHwwOmXIuA,1.07M,839,318
85,All of Italy under restrictions over coronavirus outbreak,981K views,CNN,3 days ago,8:36,https://www.youtube.com/watch?v=lm7Xi3cw6dY,8.74M,"7,574","1,328"
86,Unprecedented restrictions in Italy over coronavirus outbreak,262K views,CNN,2 days ago,8:18,https://www.youtube.com/watch?v=v_vDjR5zBDk,8.74M,"1,943",297
87,Coronavirus outbreak: HHS secretary gives update on Trump administration response | FULL,37K views,Global News,Streamed 2 days ago,13:11,https://www.youtube.com/watch?v=QVqc58cZijM,1.22M,367,292
88,Trump proposes economic changes over coronavirus,29K views,ABC News,23 hours ago,8:41,https://www.youtube.com/watch?v=AOeHMFC8U1c,7.89M,421,224
89,What can we expect from Trump's national address on coronavirus pandemic?,30K views,Fox Business,1 day ago,6:41,https://www.youtube.com/watch?v=CbJaNNjcQBY,890K,492,37
90,Coronavirus outbreak: U.S. task force releases new prevention guidelines,176K views,Global News,Streamed 3 days ago,43:50,https://www.youtube.com/watch?v=Du15BUuoBa4,1.22M,"1,015",429
91,CNN polled Americans about coronavirus. Here's what they said,498K views,CNN,3 days ago,3:27,https://www.youtube.com/watch?v=4Vsjtvm4cyA,8.74M,"4,134",910
92,Trump discusses economics surrounding coronavirus in press conference,515K views,Fox News,Streamed 3 days ago,43:20,https://www.youtube.com/watch?v=-IVcbzcY1Q8,4.47M,"8,761",873
93,Coronavirus: Italy extends emergency measures nationwide - BBC News,540K views,BBC News,2 days ago,22:44,https://www.youtube.com/watch?v=WnDSEDkVe8Y,6.57M,"3,793",555
94,"Coronavirus ‘highly sensitive’ to warmer temperatures, Chinese study says",387K views,South China Morning Post,3 days ago,3:45,https://www.youtube.com/watch?v=GmrVSeoDnc4,930K,"4,407",219
95,Fast moving developments in the coronavirus outbreak,718K views,ABC News,4 days ago,4:45,https://www.youtube.com/watch?v=ya3Pqasvyno,7.89M,"6,151",973
96,"ABC News Prime: Coronavirus global spread, Grand Princess cruise ship, Market meltdown",115K views,ABC News,Streamed 3 days ago,1:25:06,https://www.youtube.com/watch?v=N_mu7TRI9TU,7.89M,"1,281",348
97,Coronavirus: Death toll soars in Italy  - BBC News,600K views,BBC News,3 days ago,8:34,https://www.youtube.com/watch?v=V2rS8k89BwY,6.57M,"4,890",462
98,What the U.S. should do to stop the coronavirus spread,102K views,CBS This Morning,3 days ago,4:22,https://www.youtube.com/watch?v=L3pgCQB6cA4,1.24M,598,132
99,What Is Coronavirus (COVID-19)?,490K views,Johns Hopkins Medicine,3 weeks ago,4:31,https://www.youtube.com/watch?v=sHP0UIdZyI4,156K,"3,252",321
100,New York City mayor addresses coronavirus as cases in the state rise – 3/9/2020,34K views,CNBC Television,Streamed 3 days ago,2:04:02,https://www.youtube.com/watch?v=IH-Vqi4io_U,440K,252,132
101,Dr Norman Swan provides a coronavirus reality check | 7.30,32K views,ABC News (Australia),2 days ago,4:32,https://www.youtube.com/watch?v=gpXeHF7W1Mo,926K,691,109
102,New York Implements ‘Containment Zone’ Around Coronavirus Cluster | NBC Nightly News,299K views,NBC News,1 day ago,15:34,https://www.youtube.com/watch?v=wEFqdkJG-QA,1.98M,"1,566",180
103,Trump: Coronavirus is a world problem and we need separation,7.3K views,Fox News,10 hours ago,25:34,https://www.youtube.com/watch?v=O8qC6YLsg7g,4.47M,"5,984",314
104,Coronavirus Response and Spread Continues,231K views,The Tonight Show Starring Jimmy Fallon,2 days ago,6:58,https://www.youtube.com/watch?v=SXUfAca7Op8,24.2M,"4,878",226
105,Is the Media Overreacting About Coronavirus? | Good Morning Britain,231K views,Good Morning Britain,3 days ago,11:06,https://www.youtube.com/watch?v=0A9Y4djRQcM,611K,"1,554",655
106,How Coronavirus Kills: Acute Respiratory Distress Syndrome (ARDS) & Treatment,2.3M views,MedCram - Medical Lectures Explained CLEARLY,1 month ago,11:05,https://www.youtube.com/watch?v=okg7uq_HrhQ,589K,"38,390","1,171"
107,Coronavirus: Everything You NEED To Know - BBC,189K views,BBC,3 days ago,6:28,https://www.youtube.com/watch?v=5pIOZhUB4Bk,8.16M,"1,961",169
108,Growing Fears Over Response To Coronavirus As Number Of Confirmed Cases Soar | NBC Nightly News,1.6M views,NBC News,4 days ago,11:09,https://www.youtube.com/watch?v=GLsXcv5zouQ,1.98M,"12,390","2,225"
109,Coronavirus: El virus cuenta con 3 fases y produce daños en todos los órganos | Telemundo,825K views,Al Rojo Vivo,2 days ago,8:53,https://www.youtube.com/watch?v=TxNwYce6WoM,2.59M,"13,464",853
110,Coronavirus: 6 buenas noticias sobre el nuevo virus covid-19  | BBC Mundo,1.2M views,BBC News Mundo,1 day ago,4:28,https://www.youtube.com/watch?v=TBuHqj-S9F4,951K,"45,228","2,283"
111,Gottlieb: There will be a rapid acceleration of coronavirus cases in US,187K views,CNBC Television,3 days ago,8:00,https://www.youtube.com/watch?v=xEwlFcYAMf8,440K,"1,901",149
112,Coronavirus in Hindi | Coronavirus Latest Update | Coronavirus Symptoms in Humans | Corona-Virus,773K views,Magnet Brains,2 weeks ago,16:31,https://www.youtube.com/watch?v=ECXJoqSvIys,136K,"15,619","1,000"
113,Coronavirus Poses Higher Risk For Homeless Population | Velshi & Ruhle | MSNBC,38K views,MSNBC,11 hours ago,8:56,https://www.youtube.com/watch?v=VRwRDeiW258,2.44M,"1,007",52
114,"Journalist goes undercover at ""wet markets"", where the Coronavirus started | 60 Minutes Australia",3.6M views,60 Minutes Australia,4 days ago,27:31,https://www.youtube.com/watch?v=Y7nZ4mw4mXw,1.64M,"36,895","4,989"
115,Coronavirus Contained: How Taiwan Beat China,439K views,China Uncensored,1 day ago,11:01,https://www.youtube.com/watch?v=DFxmiV2_OHs,1.06M,"25,326",684
116,Coronavirus: Northern Italy quarantines 16 million people - BBC News,1.5M views,BBC News,4 days ago,6:14,https://www.youtube.com/watch?v=Lex_mt9o64o,6.57M,"12,944",795
117,Novel coronavirus (2019-nCoV),2.3M views,World Health Organization (WHO),1 month ago,4:49,https://www.youtube.com/watch?v=mOV1aBVYKGA,193K,"11,337",631
118,Coronavirus: Mujer dominicana diagnosticada con el virus se escapa del hospital | Telemundo,165K views,Al Rojo Vivo,3 days ago,2:29,https://www.youtube.com/watch?v=8-iVrK10Wm4,2.59M,"2,472",131
119,"Coronavirus Symptoms, Diagnosis, Treatment, & Vaccine Status",1.1M views,MedCram - Medical Lectures Explained CLEARLY,1 month ago,4:33,https://www.youtube.com/watch?v=UCG3xqtcL3c,589K,"11,539",515
120,Coronavirus: Das wissen wir über Covid-19 | Quarks Extra,284K views,Quarks,5 days ago,17:21,https://www.youtube.com/watch?v=WReBrwIllao,351K,"5,833",372
121,Coronavirus | What Is Coronavirus | Symptoms Of Coronavirus,613K views,AbrahamThePharmacist,1 month ago,8:50,https://www.youtube.com/watch?v=qJKmLTDLyws,160K,"6,594",402
122,Coronavirus: Milan set for lockdown,544K views,Sky News,5 days ago,3:11,https://www.youtube.com/watch?v=Zh3YBVjDXfY,1.88M,"3,286",199
123,Doctor shares CDC's latest coronavirus warnings,544K views,CBS This Morning,5 days ago,4:40,https://www.youtube.com/watch?v=0WeSAuoYsOQ,1.24M,"5,804",480
124,"En Italia, 133 muertes en un solo día por el coronavirus y 16 millones en cuarentena",464K views,euronews (en español),4 days ago,2:02,https://www.youtube.com/watch?v=NoJokMSltho,603K,"5,178",248
125,¿China ya superó la emergencia por el nuevo coronavirus?,413K views,EL TIEMPO,3 days ago,1:50,https://www.youtube.com/watch?v=HAYyqZVhb2A,462K,"3,874",290
126,The Coronavirus Song (ft. NerdCity),240K views,Rusty Cage,3 days ago,1:28,https://www.youtube.com/watch?v=FKv8Y_A9P3c,1.42M,"26,714",440
127,New York City Mayor de Blasio Gives Coronavirus Update | NBC News (Live Stream Recording),210K views,NBC News,Streamed 4 days ago,1:31:44,https://www.youtube.com/watch?v=_3Mn-mJdHUo,1.98M,"1,563",502
128,Joe Biden Gives Speech On Coronavirus Pandemic | NBC News (Live Stream Recording),218K views,NBC News,Streamed 9 hours ago,18:59,https://www.youtube.com/watch?v=kMxokey64pU,1.98M,"3,400","1,564"
129,Who will save the world from a coronavirus recession? | Counting the Cost,201K views,Al Jazeera English,4 days ago,25:41,https://www.youtube.com/watch?v=OOXf4ni7K7E,4.71M,"1,077",95
130,D.C. Mayor Updates On Coronavirus After First Positive Case | NBC News (Live Stream Recording),293K views,NBC News,Streamed 5 days ago,30:32,https://www.youtube.com/watch?v=Ebf0tY84j8U,1.98M,"1,233",309
131,China hotel collapses with quarantined coronavirus patients inside,782K views,ABC News,5 days ago,1:47,https://www.youtube.com/watch?v=0vbplrxtqKE,7.89M,"4,471",684
132,Briton who contracted coronavirus in Wuhan explains symptoms,266K views,Guardian News,6 days ago,1:50,https://www.youtube.com/watch?v=PU2ut5Ark3Q,848K,"1,752",205
133,La radical cuarentena con la que China está derrotando al coronavirus Covid-19,937K views,El Confidencial,6 days ago,6:26,https://www.youtube.com/watch?v=2tTQLj-S7j4,134K,"13,689",912
134,¿Cuáles son los síntomas y efectos del coronavirus?,925K views,EL TIEMPO,1 week ago,6:09,https://www.youtube.com/watch?v=qTxtJr5gqAE,462K,"8,391",682
135,Get the facts on coronavirus,2.8M views,CBC News,1 month ago,5:10,https://www.youtube.com/watch?v=kIL5m5XznNY,1.86M,"37,565","1,536"
136,WHO: Coronavirus - questions and answers (Q&A),434K views,World Health Organization (WHO),1 month ago,1:22,https://www.youtube.com/watch?v=OZcRD9fV7jo,193K,917,106
137,"Coronavirus: Can China contain outbreak that has infected 2,700 people?",1.4M views,Channel 4 News,1 month ago,11:08,https://www.youtube.com/watch?v=2rUyz8MXorU,1.15M,"9,883",699
138,Trump Praises Coronavirus Response As Cases Rack Up And Markets Spiral | The 11th Hour | MSNBC,227K views,MSNBC,5 days ago,5:01,https://www.youtube.com/watch?v=2cBZ77m9dHs,2.44M,"2,282",202
139,Q&A How to protect yourself when travelling during the coronavirus (COVID-2019) outbreak.,431K views,World Health Organization (WHO),1 month ago,22:45,https://www.youtube.com/watch?v=0KBvReECRrI,193K,966,308
140,"213 dead, 9,692 cases of coronavirus confirmed in China",1.5M views,ARIRANG NEWS,1 month ago,3:03,https://www.youtube.com/watch?v=0YOVPIQuvAw,278K,"9,132",576
141,Trump Official: United States Hospitals NOT PREPARED for Coronavirus,46K views,The Young Turks,21 hours ago,4:08,https://www.youtube.com/watch?v=h6I-nDn-rGg,4.67M,"1,443",212
142,"Coronavirus: second UK death as cases rise to 163, cases pass 100,000 across world",580K views,Channel 4 News,6 days ago,18:35,https://www.youtube.com/watch?v=NxmJaXsl56g,1.15M,"3,809",387
143,Coronavirus Enters Devastating New Phase | Morning Joe | MSNBC,41K views,MSNBC,15 hours ago,4:42,https://www.youtube.com/watch?v=vzOLgfU9ypQ,2.44M,"4,747","1,709"
144,Robert-Koch-Institut informiert über Corona-Virus,192K views,tagesschau,6 days ago,6:45,https://www.youtube.com/watch?v=8gE5-vUDl4g,466K,"1,825",149
145,"Coronavirus: Second British death and more than 100,000 cases worldwide - BBC News",537K views,BBC News,6 days ago,16:17,https://www.youtube.com/watch?v=nETgZwRuJPU,6.57M,"4,337",331
146,"Alexandria Ocasio-Cortez Talks Coronavirus, the 2020 Election and the Youth Vote",832K views,Late Night with Seth Meyers,6 days ago,6:17,https://www.youtube.com/watch?v=8_WZym7ZJXE,3.5M,"17,057",900
147,Iran MP dies from coronavirus as total toll spikes,226K views,Al Jazeera English,5 days ago,3:09,https://www.youtube.com/watch?v=C7aAs28KPEE,4.71M,"1,697",108
148,"The W.H.O. (Finally!) Declares Coronavirus A ""Pandemic""",373K views,Peak Prosperity,1 day ago,40:53,https://www.youtube.com/watch?v=t4N09qsMdPQ,295K,"13,897",280
149,"T13 en Roma: Italia queda ""aislada"" por el coronavirus",355K views,T13,3 days ago,5:14,https://www.youtube.com/watch?v=alBXJJajbvA,815K,"2,630",215
150,Coronavirus: what we know so far about the outbreak spreading in China and abroad,2.7M views,South China Morning Post,1 month ago,5:27,https://www.youtube.com/watch?v=Zru5REL9ANg,930K,"16,361","1,268"
151,Sadhguru on Coronavirus Outbreak in China,2.4M views,Sadhguru,1 month ago,8:25,https://www.youtube.com/watch?v=mP-mCfo4-f8,4.45M,"53,232","3,135"
